sqrt_s,x,z,Q,qT_Q
3.284833,0.413400,0.205100,1.319091,0.945977
3.284833,0.413400,0.205100,1.319091,1.327561
3.284833,0.413400,0.236200,1.319091,0.224669
3.284833,0.413400,0.236200,1.319091,0.516530
3.284833,0.413400,0.236200,1.319091,0.821422
3.284833,0.413400,0.236200,1.319091,1.152764
3.284833,0.413400,0.268600,1.319091,0.197568
3.284833,0.413400,0.268600,1.319091,0.454223
3.284833,0.413400,0.268600,1.319091,0.722337
3.284833,0.413400,0.268600,1.319091,1.013711
3.284833,0.413400,0.268600,1.319091,1.313253
3.284833,0.413400,0.302500,1.319091,0.175428
3.284833,0.413400,0.302500,1.319091,0.403320
3.284833,0.413400,0.302500,1.319091,0.641388
3.284833,0.413400,0.302500,1.319091,0.900108
3.284833,0.413400,0.302500,1.319091,1.166082
3.284833,0.413400,0.337900,1.319091,0.157049
3.284833,0.413400,0.337900,1.319091,0.361066
3.284833,0.413400,0.337900,1.319091,0.574193
3.284833,0.413400,0.337900,1.319091,0.805809
3.284833,0.413400,0.337900,1.319091,1.043917
3.284833,0.413400,0.374800,1.319091,0.141587
3.284833,0.413400,0.374800,1.319091,0.325519
3.284833,0.413400,0.374800,1.319091,0.517662
3.284833,0.413400,0.374800,1.319091,0.726475
3.284833,0.413400,0.374800,1.319091,0.941141
3.284833,0.413400,0.413400,1.319091,0.128367
3.284833,0.413400,0.413400,1.319091,0.295124
3.284833,0.413400,0.413400,1.319091,0.469327
3.284833,0.413400,0.413400,1.319091,0.658643
3.284833,0.413400,0.413400,1.319091,0.853265
3.284833,0.413400,0.453700,1.319091,0.116965
3.284833,0.413400,0.453700,1.319091,0.268910
3.284833,0.413400,0.453700,1.319091,0.427639
3.284833,0.413400,0.453700,1.319091,0.600138
3.284833,0.413400,0.453700,1.319091,0.777473
3.284833,0.413400,0.453700,1.319091,0.974594
3.284833,0.413400,0.495800,1.319091,0.107033
3.284833,0.413400,0.495800,1.319091,0.246076
3.284833,0.413400,0.495800,1.319091,0.391327
3.284833,0.413400,0.495800,1.319091,0.549179
3.284833,0.413400,0.495800,1.319091,0.711456
3.284833,0.413400,0.495800,1.319091,0.891838
3.284833,0.413400,0.539700,1.319091,0.098327
3.284833,0.413400,0.539700,1.319091,0.226060
3.284833,0.413400,0.539700,1.319091,0.359496
3.284833,0.413400,0.539700,1.319091,0.653585
3.284833,0.413400,0.585500,1.319091,0.090635
3.284833,0.413400,0.585500,1.319091,0.208376
3.284833,0.413400,0.585500,1.319091,0.331375
3.284833,0.413400,0.585500,1.319091,0.602459
3.284833,0.413400,0.633400,1.319091,0.083781
3.284833,0.413400,0.633400,1.319091,0.192618
3.284833,0.413400,0.633400,1.319091,0.429875
3.284833,0.413400,0.633400,1.319091,0.556899
3.284833,0.413400,0.683400,1.319091,0.398424
3.284833,0.413400,0.683400,1.319091,0.516154
3.284833,0.413400,0.735500,1.319091,0.263793
3.284833,0.413400,0.735500,1.319091,0.370201
3.284833,0.413400,0.790000,1.319091,0.067173
3.284833,0.413400,0.790000,1.319091,0.154436
3.284833,0.413400,0.790000,1.319091,0.245595
3.284833,0.453700,0.146800,1.319091,0.831092
3.284833,0.453700,0.146800,1.319091,1.321661
3.284833,0.453700,0.175300,1.319091,0.302720
3.284833,0.453700,0.175300,1.319091,0.695975
3.284833,0.453700,0.175300,1.319091,1.106787
3.284833,0.453700,0.205100,1.319091,0.258737
3.284833,0.453700,0.205100,1.319091,0.594853
3.284833,0.453700,0.205100,1.319091,0.945977
3.284833,0.453700,0.205100,1.319091,1.327561
3.284833,0.453700,0.236200,1.319091,0.224669
3.284833,0.453700,0.236200,1.319091,0.516530
3.284833,0.453700,0.236200,1.319091,0.821422
3.284833,0.453700,0.236200,1.319091,1.152764
3.284833,0.453700,0.268600,1.319091,0.197568
3.284833,0.453700,0.268600,1.319091,0.454223
3.284833,0.453700,0.268600,1.319091,0.722337
3.284833,0.453700,0.268600,1.319091,1.013711
3.284833,0.453700,0.302500,1.319091,0.175428
3.284833,0.453700,0.302500,1.319091,0.403320
3.284833,0.453700,0.302500,1.319091,0.641388
3.284833,0.453700,0.302500,1.319091,0.900108
3.284833,0.453700,0.302500,1.319091,1.166082
3.284833,0.453700,0.337900,1.319091,0.157049
3.284833,0.453700,0.337900,1.319091,0.361066
3.284833,0.453700,0.337900,1.319091,0.574193
3.284833,0.453700,0.337900,1.319091,0.805809
3.284833,0.453700,0.337900,1.319091,1.043917
3.284833,0.453700,0.374800,1.319091,0.141587
3.284833,0.453700,0.374800,1.319091,0.325519
3.284833,0.453700,0.374800,1.319091,0.517662
3.284833,0.453700,0.374800,1.319091,0.726475
3.284833,0.453700,0.374800,1.319091,0.941141
3.284833,0.453700,0.413400,1.319091,0.128367
3.284833,0.453700,0.413400,1.319091,0.295124
3.284833,0.453700,0.413400,1.319091,0.469327
3.284833,0.453700,0.413400,1.319091,0.658643
3.284833,0.453700,0.413400,1.319091,0.853265
3.284833,0.453700,0.453700,1.319091,0.116965
3.284833,0.453700,0.453700,1.319091,0.268910
3.284833,0.453700,0.453700,1.319091,0.600138
3.284833,0.453700,0.453700,1.319091,0.777473
3.284833,0.453700,0.495800,1.319091,0.107033
3.284833,0.453700,0.495800,1.319091,0.246076
3.284833,0.453700,0.495800,1.319091,0.549179
3.284833,0.453700,0.495800,1.319091,0.711456
3.284833,0.453700,0.539700,1.319091,0.504508
3.284833,0.453700,0.539700,1.319091,0.653585
3.284833,0.453700,0.585500,1.319091,0.465043
3.284833,0.453700,0.585500,1.319091,0.602459
3.284833,0.453700,0.633400,1.319091,0.306315
3.284833,0.453700,0.633400,1.319091,0.429875
3.284833,0.453700,0.683400,1.319091,0.178526
3.284833,0.453700,0.683400,1.319091,0.283904
3.284833,0.453700,0.683400,1.319091,0.398424
3.284833,0.453700,0.735500,1.319091,0.072151
3.284833,0.453700,0.735500,1.319091,0.165879
3.284833,0.453700,0.735500,1.319091,0.263793
3.284833,0.453700,0.790000,1.319091,0.067173
3.284833,0.495800,0.175300,1.319091,0.302720
3.284833,0.495800,0.175300,1.319091,0.695975
3.284833,0.495800,0.175300,1.319091,1.106787
3.284833,0.495800,0.205100,1.319091,0.258737
3.284833,0.495800,0.205100,1.319091,0.594853
3.284833,0.495800,0.205100,1.319091,0.945977
3.284833,0.495800,0.236200,1.319091,0.224669
3.284833,0.495800,0.236200,1.319091,0.516530
3.284833,0.495800,0.236200,1.319091,0.821422
3.284833,0.495800,0.236200,1.319091,1.152764
3.284833,0.495800,0.268600,1.319091,0.454223
3.284833,0.495800,0.268600,1.319091,0.722337
3.284833,0.495800,0.268600,1.319091,1.013711
3.284833,0.495800,0.302500,1.319091,0.403320
3.284833,0.495800,0.302500,1.319091,0.641388
3.284833,0.495800,0.302500,1.319091,0.900108
3.284833,0.495800,0.337900,1.319091,0.361066
3.284833,0.495800,0.337900,1.319091,0.574193
3.284833,0.495800,0.337900,1.319091,0.805809
3.284833,0.495800,0.374800,1.319091,0.517662
3.284833,0.495800,0.374800,1.319091,0.726475
3.284833,0.495800,0.413400,1.319091,0.469327
3.284833,0.495800,0.413400,1.319091,0.658643
3.284833,0.495800,0.453700,1.319091,0.427639
3.284833,0.495800,0.453700,1.319091,0.600138
3.284833,0.495800,0.495800,1.319091,0.391327
3.284833,0.495800,0.495800,1.319091,0.549179
3.284833,0.495800,0.539700,1.319091,0.226060
3.284833,0.495800,0.539700,1.319091,0.359496
3.284833,0.495800,0.539700,1.319091,0.504508
3.284833,0.495800,0.585500,1.319091,0.208376
3.284833,0.495800,0.585500,1.319091,0.331375
3.284833,0.495800,0.585500,1.319091,0.465043
3.284833,0.495800,0.633400,1.319091,0.083781
3.284833,0.495800,0.633400,1.319091,0.192618
3.284833,0.495800,0.633400,1.319091,0.306315
3.284833,0.495800,0.683400,1.319091,0.077651
3.284833,0.495800,0.683400,1.319091,0.178526
3.284833,0.495800,0.683400,1.319091,0.283904
3.284833,0.495800,0.735500,1.319091,0.072151
3.284833,0.495800,0.735500,1.319091,0.165879
3.284833,0.539700,0.175300,1.319091,0.302720
3.284833,0.539700,0.175300,1.319091,0.695975
3.284833,0.539700,0.205100,1.319091,0.258737
3.284833,0.539700,0.205100,1.319091,0.594853
3.284833,0.539700,0.205100,1.319091,0.945977
3.284833,0.539700,0.236200,1.319091,0.224669
3.284833,0.539700,0.236200,1.319091,0.516530
3.284833,0.539700,0.236200,1.319091,0.821422
3.284833,0.539700,0.268600,1.319091,0.197568
3.284833,0.539700,0.268600,1.319091,0.454223
3.284833,0.539700,0.268600,1.319091,0.722337
3.284833,0.539700,0.302500,1.319091,0.175428
3.284833,0.539700,0.302500,1.319091,0.403320
3.284833,0.539700,0.302500,1.319091,0.641388
3.284833,0.539700,0.337900,1.319091,0.157049
3.284833,0.539700,0.337900,1.319091,0.361066
3.284833,0.539700,0.337900,1.319091,0.574193
3.284833,0.539700,0.337900,1.319091,0.805809
3.284833,0.539700,0.374800,1.319091,0.141587
3.284833,0.539700,0.374800,1.319091,0.325519
3.284833,0.539700,0.374800,1.319091,0.517662
3.284833,0.539700,0.374800,1.319091,0.726475
3.284833,0.539700,0.413400,1.319091,0.128367
3.284833,0.539700,0.413400,1.319091,0.295124
3.284833,0.539700,0.413400,1.319091,0.469327
3.284833,0.539700,0.413400,1.319091,0.658643
3.284833,0.539700,0.453700,1.319091,0.116965
3.284833,0.539700,0.453700,1.319091,0.268910
3.284833,0.539700,0.453700,1.319091,0.427639
3.284833,0.539700,0.453700,1.319091,0.600138
3.284833,0.539700,0.495800,1.319091,0.107033
3.284833,0.539700,0.495800,1.319091,0.246076
3.284833,0.539700,0.495800,1.319091,0.391327
3.284833,0.539700,0.539700,1.319091,0.098327
3.284833,0.539700,0.539700,1.319091,0.226060
3.284833,0.539700,0.539700,1.319091,0.359496
3.284833,0.539700,0.585500,1.319091,0.090635
3.284833,0.539700,0.585500,1.319091,0.208376
3.284833,0.539700,0.585500,1.319091,0.331375
3.284833,0.539700,0.633400,1.319091,0.083781
3.284833,0.539700,0.633400,1.319091,0.192618
3.284833,0.539700,0.683400,1.319091,0.077651
3.284833,0.585500,0.205100,1.319091,0.258737
3.284833,0.585500,0.205100,1.319091,0.594853
3.284833,0.585500,0.236200,1.319091,0.224669
3.284833,0.585500,0.236200,1.319091,0.516530
3.284833,0.585500,0.236200,1.319091,0.821422
3.284833,0.585500,0.268600,1.319091,0.197568
3.284833,0.585500,0.268600,1.319091,0.454223
3.284833,0.585500,0.268600,1.319091,0.722337
3.284833,0.585500,0.302500,1.319091,0.175428
3.284833,0.585500,0.302500,1.319091,0.403320
3.284833,0.585500,0.302500,1.319091,0.641388
3.284833,0.585500,0.337900,1.319091,0.157049
3.284833,0.585500,0.337900,1.319091,0.361066
3.284833,0.585500,0.337900,1.319091,0.574193
3.284833,0.585500,0.374800,1.319091,0.141587
3.284833,0.585500,0.374800,1.319091,0.325519
3.284833,0.585500,0.374800,1.319091,0.517662
3.284833,0.585500,0.413400,1.319091,0.128367
3.284833,0.585500,0.413400,1.319091,0.295124
3.284833,0.585500,0.413400,1.319091,0.469327
3.284833,0.585500,0.453700,1.319091,0.116965
3.284833,0.585500,0.453700,1.319091,0.268910
3.284833,0.585500,0.453700,1.319091,0.427639
3.284833,0.585500,0.495800,1.319091,0.107033
3.284833,0.585500,0.495800,1.319091,0.246076
3.284833,0.585500,0.495800,1.319091,0.391327
3.284833,0.585500,0.539700,1.319091,0.098327
3.284833,0.585500,0.539700,1.319091,0.226060
3.284833,0.585500,0.585500,1.319091,0.090635
3.284833,0.585500,0.585500,1.319091,0.208376
3.284833,0.633400,0.205100,1.319091,0.258737
3.284833,0.633400,0.205100,1.319091,0.594853
3.284833,0.633400,0.236200,1.319091,0.224669
3.284833,0.633400,0.268600,1.319091,0.197568
3.284833,0.633400,0.302500,1.319091,0.175428
3.284833,0.633400,0.302500,1.319091,0.403320
3.284833,0.633400,0.374800,1.319091,0.141587
3.284833,0.633400,0.374800,1.319091,0.325519
3.284833,0.633400,0.413400,1.319091,0.295124
3.284833,0.633400,0.453700,1.319091,0.268910
3.284833,0.633400,0.539700,1.319091,0.098327
3.284833,0.205100,0.068200,1.421267,0.722168
3.284833,0.205100,0.068200,1.421267,1.660312
3.284833,0.205100,0.068200,1.421267,2.640344
3.284833,0.205100,0.093300,1.421267,0.527887
3.284833,0.205100,0.093300,1.421267,1.213647
3.284833,0.205100,0.093300,1.421267,1.930027
3.284833,0.205100,0.093300,1.421267,2.708554
3.284833,0.205100,0.093300,1.421267,3.508905
3.284833,0.205100,0.119400,1.421267,0.412494
3.284833,0.205100,0.119400,1.421267,0.948353
3.284833,0.205100,0.119400,1.421267,1.508136
3.284833,0.205100,0.119400,1.421267,2.116483
3.284833,0.205100,0.119400,1.421267,2.741883
3.284833,0.205100,0.119400,1.421267,3.437060
3.284833,0.205100,0.146800,1.421267,0.335503
3.284833,0.205100,0.146800,1.421267,0.771344
3.284833,0.205100,0.146800,1.421267,1.226645
3.284833,0.205100,0.146800,1.421267,1.721445
3.284833,0.205100,0.146800,1.421267,2.230115
3.284833,0.205100,0.146800,1.421267,2.795538
3.284833,0.205100,0.146800,1.421267,3.414078
3.284833,0.205100,0.175300,1.421267,0.280957
3.284833,0.205100,0.175300,1.421267,0.645940
3.284833,0.205100,0.175300,1.421267,1.027219
3.284833,0.205100,0.175300,1.421267,1.441575
3.284833,0.205100,0.175300,1.421267,1.867546
3.284833,0.205100,0.175300,1.421267,2.341044
3.284833,0.205100,0.175300,1.421267,2.859023
3.284833,0.205100,0.205100,1.421267,0.240136
3.284833,0.205100,0.205100,1.421267,0.552088
3.284833,0.205100,0.205100,1.421267,0.877969
3.284833,0.205100,0.205100,1.421267,1.232121
3.284833,0.205100,0.205100,1.421267,1.596201
3.284833,0.205100,0.205100,1.421267,2.000902
3.284833,0.205100,0.205100,1.421267,2.443621
3.284833,0.205100,0.205100,1.421267,2.956415
3.284833,0.205100,0.236200,1.421267,0.208517
3.284833,0.205100,0.236200,1.421267,0.479396
3.284833,0.205100,0.236200,1.421267,0.762369
3.284833,0.205100,0.236200,1.421267,1.069890
3.284833,0.205100,0.236200,1.421267,1.386032
3.284833,0.205100,0.236200,1.421267,1.737447
3.284833,0.205100,0.236200,1.421267,2.121874
3.284833,0.205100,0.236200,1.421267,2.567149
3.284833,0.205100,0.268600,1.421267,0.183365
3.284833,0.205100,0.268600,1.421267,0.421569
3.284833,0.205100,0.268600,1.421267,0.670408
3.284833,0.205100,0.268600,1.421267,0.940834
3.284833,0.205100,0.268600,1.421267,1.218842
3.284833,0.205100,0.268600,1.421267,1.527867
3.284833,0.205100,0.268600,1.421267,1.865922
3.284833,0.205100,0.268600,1.421267,2.257486
3.284833,0.205100,0.268600,1.421267,2.714818
3.284833,0.205100,0.302500,1.421267,0.162816
3.284833,0.205100,0.302500,1.421267,0.374325
3.284833,0.205100,0.302500,1.421267,0.595278
3.284833,0.205100,0.302500,1.421267,0.835399
3.284833,0.205100,0.302500,1.421267,1.082251
3.284833,0.205100,0.302500,1.421267,1.356645
3.284833,0.205100,0.302500,1.421267,1.656816
3.284833,0.205100,0.302500,1.421267,2.004498
3.284833,0.205100,0.302500,1.421267,2.410579
3.284833,0.205100,0.337900,1.421267,0.145759
3.284833,0.205100,0.337900,1.421267,0.335109
3.284833,0.205100,0.337900,1.421267,0.532914
3.284833,0.205100,0.337900,1.421267,0.747878
3.284833,0.205100,0.337900,1.421267,0.968869
3.284833,0.205100,0.337900,1.421267,1.214516
3.284833,0.205100,0.337900,1.421267,1.483240
3.284833,0.205100,0.337900,1.421267,1.794497
3.284833,0.205100,0.337900,1.421267,2.158035
3.284833,0.205100,0.374800,1.421267,0.131408
3.284833,0.205100,0.374800,1.421267,0.302117
3.284833,0.205100,0.374800,1.421267,0.480447
3.284833,0.205100,0.374800,1.421267,0.674248
3.284833,0.205100,0.374800,1.421267,0.873481
3.284833,0.205100,0.374800,1.421267,1.094944
3.284833,0.205100,0.374800,1.421267,1.337211
3.284833,0.205100,0.374800,1.421267,1.617825
3.284833,0.205100,0.374800,1.421267,1.945571
3.284833,0.205100,0.413400,1.421267,0.119138
3.284833,0.205100,0.413400,1.421267,0.273907
3.284833,0.205100,0.413400,1.421267,0.435587
3.284833,0.205100,0.413400,1.421267,0.611292
3.284833,0.205100,0.413400,1.421267,0.791923
3.284833,0.205100,0.413400,1.421267,0.992707
3.284833,0.205100,0.413400,1.421267,1.212353
3.284833,0.205100,0.413400,1.421267,1.466765
3.284833,0.205100,0.413400,1.421267,1.763909
3.284833,0.205100,0.453700,1.421267,0.108556
3.284833,0.205100,0.453700,1.421267,0.249577
3.284833,0.205100,0.453700,1.421267,0.396896
3.284833,0.205100,0.453700,1.421267,0.556994
3.284833,0.205100,0.453700,1.421267,0.721580
3.284833,0.205100,0.453700,1.421267,0.904529
3.284833,0.205100,0.453700,1.421267,1.104665
3.284833,0.205100,0.453700,1.421267,1.336479
3.284833,0.205100,0.453700,1.421267,1.607229
3.284833,0.205100,0.453700,1.421267,1.933219
3.284833,0.205100,0.495800,1.421267,0.099338
3.284833,0.205100,0.495800,1.421267,0.228385
3.284833,0.205100,0.495800,1.421267,0.363194
3.284833,0.205100,0.495800,1.421267,0.509698
3.284833,0.205100,0.495800,1.421267,0.660308
3.284833,0.205100,0.495800,1.421267,0.827723
3.284833,0.205100,0.495800,1.421267,1.010865
3.284833,0.205100,0.495800,1.421267,1.222995
3.284833,0.205100,0.495800,1.421267,1.470754
3.284833,0.205100,0.495800,1.421267,1.769063
3.284833,0.205100,0.539700,1.421267,0.091258
3.284833,0.205100,0.539700,1.421267,0.209808
3.284833,0.205100,0.539700,1.421267,0.333651
3.284833,0.205100,0.539700,1.421267,0.468238
3.284833,0.205100,0.539700,1.421267,0.606598
3.284833,0.205100,0.539700,1.421267,0.760395
3.284833,0.205100,0.539700,1.421267,0.928639
3.284833,0.205100,0.539700,1.421267,1.123514
3.284833,0.205100,0.539700,1.421267,1.351121
3.284833,0.205100,0.539700,1.421267,1.625165
3.284833,0.205100,0.585500,1.421267,0.193396
3.284833,0.205100,0.585500,1.421267,0.307552
3.284833,0.205100,0.585500,1.421267,0.431611
3.284833,0.205100,0.585500,1.421267,0.559147
3.284833,0.205100,0.585500,1.421267,0.700914
3.284833,0.205100,0.585500,1.421267,0.855998
3.284833,0.205100,0.585500,1.421267,1.035629
3.284833,0.205100,0.585500,1.421267,1.245431
3.284833,0.205100,0.633400,1.421267,0.178771
3.284833,0.205100,0.633400,1.421267,0.284293
3.284833,0.205100,0.633400,1.421267,0.398971
3.284833,0.205100,0.633400,1.421267,0.516863
3.284833,0.205100,0.633400,1.421267,0.647908
3.284833,0.205100,0.633400,1.421267,0.791264
3.284833,0.205100,0.633400,1.421267,0.957311
3.284833,0.205100,0.633400,1.421267,1.151247
3.284833,0.205100,0.683400,1.421267,0.165691
3.284833,0.205100,0.683400,1.421267,0.263494
3.284833,0.205100,0.683400,1.421267,0.369781
3.284833,0.205100,0.683400,1.421267,0.479047
3.284833,0.205100,0.683400,1.421267,0.600505
3.284833,0.205100,0.683400,1.421267,0.733372
3.284833,0.205100,0.683400,1.421267,0.887271
3.284833,0.205100,0.683400,1.421267,1.067018
3.284833,0.205100,0.735500,1.421267,0.153954
3.284833,0.205100,0.735500,1.421267,0.244829
3.284833,0.205100,0.735500,1.421267,0.343587
3.284833,0.205100,0.735500,1.421267,0.445113
3.284833,0.205100,0.735500,1.421267,0.557967
3.284833,0.205100,0.735500,1.421267,0.681423
3.284833,0.205100,0.735500,1.421267,0.824420
3.284833,0.205100,0.735500,1.421267,0.991434
3.284833,0.205100,0.790000,1.421267,0.143333
3.284833,0.205100,0.790000,1.421267,0.227939
3.284833,0.205100,0.790000,1.421267,0.319884
3.284833,0.205100,0.790000,1.421267,0.414406
3.284833,0.205100,0.790000,1.421267,0.519475
3.284833,0.205100,0.790000,1.421267,0.634414
3.284833,0.205100,0.790000,1.421267,0.767545
3.284833,0.205100,0.846900,1.421267,0.212624
3.284833,0.205100,0.846900,1.421267,0.298392
3.284833,0.205100,0.846900,1.421267,0.386564
3.284833,0.205100,0.846900,1.421267,0.484573
3.284833,0.205100,0.846900,1.421267,0.591790
3.284833,0.205100,0.906300,1.421267,0.452814
3.284833,0.236200,0.068200,1.421267,0.722168
3.284833,0.236200,0.068200,1.421267,1.660312
3.284833,0.236200,0.068200,1.421267,2.640344
3.284833,0.236200,0.093300,1.421267,0.527887
3.284833,0.236200,0.093300,1.421267,1.213647
3.284833,0.236200,0.093300,1.421267,1.930027
3.284833,0.236200,0.093300,1.421267,2.708554
3.284833,0.236200,0.119400,1.421267,0.412494
3.284833,0.236200,0.119400,1.421267,0.948353
3.284833,0.236200,0.119400,1.421267,1.508136
3.284833,0.236200,0.119400,1.421267,2.116483
3.284833,0.236200,0.119400,1.421267,2.741883
3.284833,0.236200,0.146800,1.421267,0.335503
3.284833,0.236200,0.146800,1.421267,0.771344
3.284833,0.236200,0.146800,1.421267,1.226645
3.284833,0.236200,0.146800,1.421267,1.721445
3.284833,0.236200,0.146800,1.421267,2.230115
3.284833,0.236200,0.146800,1.421267,2.795538
3.284833,0.236200,0.175300,1.421267,0.280957
3.284833,0.236200,0.175300,1.421267,0.645940
3.284833,0.236200,0.175300,1.421267,1.027219
3.284833,0.236200,0.175300,1.421267,1.441575
3.284833,0.236200,0.175300,1.421267,1.867546
3.284833,0.236200,0.175300,1.421267,2.341044
3.284833,0.236200,0.175300,1.421267,2.859023
3.284833,0.236200,0.205100,1.421267,0.240136
3.284833,0.236200,0.205100,1.421267,0.552088
3.284833,0.236200,0.205100,1.421267,0.877969
3.284833,0.236200,0.205100,1.421267,1.232121
3.284833,0.236200,0.205100,1.421267,1.596201
3.284833,0.236200,0.205100,1.421267,2.000902
3.284833,0.236200,0.205100,1.421267,2.443621
3.284833,0.236200,0.236200,1.421267,0.208517
3.284833,0.236200,0.236200,1.421267,0.479396
3.284833,0.236200,0.236200,1.421267,0.762369
3.284833,0.236200,0.236200,1.421267,1.069890
3.284833,0.236200,0.236200,1.421267,1.386032
3.284833,0.236200,0.236200,1.421267,1.737447
3.284833,0.236200,0.236200,1.421267,2.121874
3.284833,0.236200,0.236200,1.421267,2.567149
3.284833,0.236200,0.268600,1.421267,0.183365
3.284833,0.236200,0.268600,1.421267,0.421569
3.284833,0.236200,0.268600,1.421267,0.670408
3.284833,0.236200,0.268600,1.421267,0.940834
3.284833,0.236200,0.268600,1.421267,1.218842
3.284833,0.236200,0.268600,1.421267,1.527867
3.284833,0.236200,0.268600,1.421267,1.865922
3.284833,0.236200,0.268600,1.421267,2.257486
3.284833,0.236200,0.302500,1.421267,0.162816
3.284833,0.236200,0.302500,1.421267,0.374325
3.284833,0.236200,0.302500,1.421267,0.595278
3.284833,0.236200,0.302500,1.421267,0.835399
3.284833,0.236200,0.302500,1.421267,1.082251
3.284833,0.236200,0.302500,1.421267,1.356645
3.284833,0.236200,0.302500,1.421267,1.656816
3.284833,0.236200,0.302500,1.421267,2.004498
3.284833,0.236200,0.337900,1.421267,0.145759
3.284833,0.236200,0.337900,1.421267,0.335109
3.284833,0.236200,0.337900,1.421267,0.532914
3.284833,0.236200,0.337900,1.421267,0.747878
3.284833,0.236200,0.337900,1.421267,0.968869
3.284833,0.236200,0.337900,1.421267,1.214516
3.284833,0.236200,0.337900,1.421267,1.483240
3.284833,0.236200,0.337900,1.421267,1.794497
3.284833,0.236200,0.337900,1.421267,2.158035
3.284833,0.236200,0.374800,1.421267,0.131408
3.284833,0.236200,0.374800,1.421267,0.302117
3.284833,0.236200,0.374800,1.421267,0.480447
3.284833,0.236200,0.374800,1.421267,0.674248
3.284833,0.236200,0.374800,1.421267,0.873481
3.284833,0.236200,0.374800,1.421267,1.094944
3.284833,0.236200,0.374800,1.421267,1.337211
3.284833,0.236200,0.374800,1.421267,1.617825
3.284833,0.236200,0.374800,1.421267,1.945571
3.284833,0.236200,0.413400,1.421267,0.119138
3.284833,0.236200,0.413400,1.421267,0.273907
3.284833,0.236200,0.413400,1.421267,0.435587
3.284833,0.236200,0.413400,1.421267,0.611292
3.284833,0.236200,0.413400,1.421267,0.791923
3.284833,0.236200,0.413400,1.421267,0.992707
3.284833,0.236200,0.413400,1.421267,1.212353
3.284833,0.236200,0.413400,1.421267,1.466765
3.284833,0.236200,0.413400,1.421267,1.763909
3.284833,0.236200,0.453700,1.421267,0.108556
3.284833,0.236200,0.453700,1.421267,0.249577
3.284833,0.236200,0.453700,1.421267,0.396896
3.284833,0.236200,0.453700,1.421267,0.556994
3.284833,0.236200,0.453700,1.421267,0.721580
3.284833,0.236200,0.453700,1.421267,0.904529
3.284833,0.236200,0.453700,1.421267,1.104665
3.284833,0.236200,0.453700,1.421267,1.336479
3.284833,0.236200,0.453700,1.421267,1.607229
3.284833,0.236200,0.495800,1.421267,0.099338
3.284833,0.236200,0.495800,1.421267,0.228385
3.284833,0.236200,0.495800,1.421267,0.363194
3.284833,0.236200,0.495800,1.421267,0.509698
3.284833,0.236200,0.495800,1.421267,0.660308
3.284833,0.236200,0.495800,1.421267,0.827723
3.284833,0.236200,0.495800,1.421267,1.010865
3.284833,0.236200,0.495800,1.421267,1.222995
3.284833,0.236200,0.495800,1.421267,1.470754
3.284833,0.236200,0.539700,1.421267,0.091258
3.284833,0.236200,0.539700,1.421267,0.209808
3.284833,0.236200,0.539700,1.421267,0.333651
3.284833,0.236200,0.539700,1.421267,0.468238
3.284833,0.236200,0.539700,1.421267,0.606598
3.284833,0.236200,0.539700,1.421267,0.760395
3.284833,0.236200,0.539700,1.421267,0.928639
3.284833,0.236200,0.539700,1.421267,1.123514
3.284833,0.236200,0.539700,1.421267,1.351121
3.284833,0.236200,0.585500,1.421267,0.084119
3.284833,0.236200,0.585500,1.421267,0.193396
3.284833,0.236200,0.585500,1.421267,0.307552
3.284833,0.236200,0.585500,1.421267,0.431611
3.284833,0.236200,0.585500,1.421267,0.559147
3.284833,0.236200,0.585500,1.421267,0.700914
3.284833,0.236200,0.585500,1.421267,0.855998
3.284833,0.236200,0.585500,1.421267,1.035629
3.284833,0.236200,0.585500,1.421267,1.245431
3.284833,0.236200,0.633400,1.421267,0.077758
3.284833,0.236200,0.633400,1.421267,0.178771
3.284833,0.236200,0.633400,1.421267,0.284293
3.284833,0.236200,0.633400,1.421267,0.398971
3.284833,0.236200,0.633400,1.421267,0.516863
3.284833,0.236200,0.633400,1.421267,0.647908
3.284833,0.236200,0.633400,1.421267,0.791264
3.284833,0.236200,0.633400,1.421267,0.957311
3.284833,0.236200,0.633400,1.421267,1.151247
3.284833,0.236200,0.683400,1.421267,0.072069
3.284833,0.236200,0.683400,1.421267,0.165691
3.284833,0.236200,0.683400,1.421267,0.263494
3.284833,0.236200,0.683400,1.421267,0.369781
3.284833,0.236200,0.683400,1.421267,0.479047
3.284833,0.236200,0.683400,1.421267,0.600505
3.284833,0.236200,0.683400,1.421267,0.733372
3.284833,0.236200,0.683400,1.421267,0.887271
3.284833,0.236200,0.683400,1.421267,1.067018
3.284833,0.236200,0.735500,1.421267,0.066964
3.284833,0.236200,0.735500,1.421267,0.153954
3.284833,0.236200,0.735500,1.421267,0.244829
3.284833,0.236200,0.735500,1.421267,0.343587
3.284833,0.236200,0.735500,1.421267,0.445113
3.284833,0.236200,0.735500,1.421267,0.557967
3.284833,0.236200,0.735500,1.421267,0.681423
3.284833,0.236200,0.735500,1.421267,0.824420
3.284833,0.236200,0.790000,1.421267,0.062344
3.284833,0.236200,0.790000,1.421267,0.143333
3.284833,0.236200,0.790000,1.421267,0.227939
3.284833,0.236200,0.790000,1.421267,0.319884
3.284833,0.236200,0.790000,1.421267,0.414406
3.284833,0.236200,0.790000,1.421267,0.519475
