0.146800	0.068200	1.220656	0.840854	3.161157E-02	3.526907E-07
0.146800	0.068200	1.220656	1.933180	2.697497E-02	5.130023E-07
0.146800	0.068200	1.220656	3.074278	2.000864E-02	2.871330E-07
0.146800	0.093300	1.220656	0.614643	2.445224E-02	1.937878E-07
0.146800	0.093300	1.220656	1.413107	2.091372E-02	3.012869E-07
0.146800	0.093300	1.220656	2.247221	1.557864E-02	2.292353E-07
0.146800	0.093300	1.220656	3.153698	9.724016E-03	1.768842E-07
0.146800	0.093300	1.220656	4.085584	5.088661E-03	1.391601E-07
0.146800	0.119400	1.220656	0.480287	1.939663E-02	3.319097E-07
0.146800	0.119400	1.220656	1.104212	1.664170E-02	1.994504E-07
0.146800	0.119400	1.220656	1.755995	1.246953E-02	3.234410E-07
0.146800	0.119400	1.220656	2.464322	7.855776E-03	1.494542E-07
0.146800	0.119400	1.220656	3.192504	4.163628E-03	1.170863E-07
0.146800	0.119400	1.220656	4.001932	1.704343E-03	6.789974E-08
0.146800	0.146800	1.220656	0.390642	1.549431E-02	1.408643E-07
0.146800	0.146800	1.220656	0.898112	1.334687E-02	2.566075E-07
0.146800	0.146800	1.220656	1.428241	1.007535E-02	2.454786E-07
0.146800	0.146800	1.220656	2.004360	6.423360E-03	1.763572E-07
0.146800	0.146800	1.220656	2.596628	3.459759E-03	2.191441E-07
0.146800	0.146800	1.220656	3.254977	1.448691E-03	7.038818E-08
0.146800	0.146800	1.220656	3.975173	4.512209E-04	2.128010E-08
0.146800	0.175300	1.220656	0.327132	1.238729E-02	1.133815E-07
0.146800	0.175300	1.220656	0.752099	1.072062E-02	2.120229E-07
0.146800	0.175300	1.220656	1.196040	8.165993E-03	2.677081E-07
0.146800	0.175300	1.220656	1.678494	5.280845E-03	1.838182E-07
0.146800	0.175300	1.220656	2.174472	2.900562E-03	7.370407E-08
0.146800	0.175300	1.220656	2.725788	1.247832E-03	7.141640E-08
0.146800	0.175300	1.220656	3.328896	4.028114E-04	2.889243E-08
0.146800	0.175300	1.220656	4.027464	8.450220E-05	9.953625E-09
0.146800	0.205100	1.220656	0.279601	9.849628E-03	1.961571E-07
0.146800	0.205100	1.220656	0.642823	8.571638E-03	1.459315E-07
0.146800	0.205100	1.220656	1.022261	6.596851E-03	2.438047E-07
0.146800	0.205100	1.220656	1.434617	4.337007E-03	1.305542E-07
0.146800	0.205100	1.220656	1.858532	2.436913E-03	1.237591E-07
0.146800	0.205100	1.220656	2.329745	1.082173E-03	7.828587E-08
0.146800	0.205100	1.220656	2.845224	3.640737E-04	2.516810E-08
0.146800	0.205100	1.220656	3.442294	8.063580E-05	8.859602E-09
0.146800	0.236200	1.220656	0.242787	7.770993E-03	1.093259E-07
0.146800	0.236200	1.220656	0.558183	6.804253E-03	1.808219E-07
0.146800	0.236200	1.220656	0.887662	5.297682E-03	1.457305E-07
0.146800	0.236200	1.220656	1.245724	3.548053E-03	1.323756E-07
0.146800	0.236200	1.220656	1.613823	2.044702E-03	1.242574E-07
0.146800	0.236200	1.220656	2.022992	9.406615E-04	7.342167E-08
0.146800	0.236200	1.220656	2.470599	3.317457E-04	2.289317E-08
0.146800	0.236200	1.220656	2.989053	7.817739E-05	7.184465E-09
0.146800	0.236200	1.220656	3.594590	1.106811E-05	2.465244E-09
0.146800	0.268600	1.220656	0.490852	5.356826E-03	1.014679E-07
0.146800	0.268600	1.220656	0.780587	4.223649E-03	1.532057E-07
0.146800	0.268600	1.220656	1.095458	2.886111E-03	1.407103E-07
0.146800	0.268600	1.220656	1.419155	1.709849E-03	1.149591E-07
0.146800	0.268600	1.220656	1.778967	8.175573E-04	5.185774E-08
