 set Ebeam beam_P Target_P x y z pT2 phih phis k0 born            amm                    nrad_ir                rad_f                   rad_f_err              nrad                   nrad_err               rad                    rad_err                nrad_rad               nrad_rad_err
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 -2.356194 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9738401931256200e-05 3.4912093504754022e-08 4.6609226818463730e-12 3.9773314024760954e-05 4.6609226818463730e-12 1.9077309628430199e-05 3.3457080680351123e-08 5.8850623653191150e-05 3.3461741603032969e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 -2.042035 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9594694227924388e-05 2.3762326531231793e-08 3.1279991463335093e-12 3.9618456554455617e-05 3.1279991463335093e-12 1.7998121180355107e-05 2.5323123339122644e-08 5.7616577734810728e-05 2.5326251338268979e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 -1.727876 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9432847120969886e-05 1.1749239539175990e-08 1.7257742720405106e-12 3.9444596360509061e-05 1.7257742720405106e-12 1.6970935734924064e-05 2.1610551484887551e-08 5.6415532095433125e-05 2.1612277259159591e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 -1.413717 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9270210021891658e-05 2.2658521407893180e-10 1.5473622170428400e-12 3.9270436607105736e-05 1.5473622170428400e-12 1.6100300992835594e-05 2.4094257769759491e-08 5.5370737599941330e-05 2.4095805131976535e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 -1.099557 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9122071798705560e-05 -9.8154395693417434e-09 1.6295162471418012e-12 3.9112256359136218e-05 1.6295162471418012e-12 1.5419696438471890e-05 1.7858294939507784e-08 5.4531952797608108e-05 1.7859924455754926e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 -0.785398 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9000674197089926e-05 -1.7737971379077675e-08 1.3866827924935237e-12 3.8982936225710849e-05 1.3866827924935237e-12 1.4944395008506981e-05 1.4513269433628282e-08 5.3927331234217830e-05 1.4514656116420775e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 -0.471239 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.8914959496571219e-05 -2.3171851461025362e-08 2.1328430925185934e-12 3.8891787645110196e-05 2.1328430925185934e-12 1.4629048094260445e-05 1.3711715412907010e-08 5.3520835739370642e-05 1.3713848255999528e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 -0.157080 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.8870696256393840e-05 -2.5927516734202203e-08 2.3943158260664445e-12 3.8844768739659639e-05 2.3943158260664445e-12 1.4472675868419927e-05 1.2855414047211891e-08 5.3317444608079565e-05 1.2857808363037957e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 0.157080 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.8870696256393840e-05 -2.5927516734202213e-08 2.3943158260661254e-12 3.8844768739659639e-05 2.3943158260661254e-12 1.4472675868419902e-05 1.2855414047211669e-08 5.3317444608079538e-05 1.2857808363037736e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 0.471239 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.8914959496571219e-05 -2.3171851461025392e-08 2.1328430925186395e-12 3.8891787645110196e-05 2.1328430925186395e-12 1.4629048094260450e-05 1.3711715412907074e-08 5.3520835739370648e-05 1.3713848255999592e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 0.785398 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9000674197089926e-05 -1.7737971379077675e-08 1.3866827924948056e-12 3.8982936225710849e-05 1.3866827924948056e-12 1.4944395008506999e-05 1.4513269433627953e-08 5.3927331234217850e-05 1.4514656116420448e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 1.099557 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9122071798705560e-05 -9.8154395693417401e-09 1.6295162471420728e-12 3.9112256359136218e-05 1.6295162471420728e-12 1.5419696438471884e-05 1.7858294939507641e-08 5.4531952797608101e-05 1.7859924455754784e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 1.413717 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9270210021891658e-05 2.2658521407893229e-10 1.5473622170428933e-12 3.9270436607105736e-05 1.5473622170428933e-12 1.6100300992835580e-05 2.4094257769759379e-08 5.5370737599941317e-05 2.4095805131976422e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 1.727876 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9432847120969886e-05 1.1749239539176010e-08 1.7257742720372718e-12 3.9444596360509061e-05 1.7257742720372718e-12 1.6970935734924094e-05 2.1610551484887799e-08 5.6415532095433152e-05 2.1612277259159836e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 2.042035 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9594694227924388e-05 2.3762326531231823e-08 3.1279991463336935e-12 3.9618456554455617e-05 3.1279991463336935e-12 1.7998121180355121e-05 2.5323123339122575e-08 5.7616577734810742e-05 2.5326251338268909e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 2.356194 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9738401931256200e-05 3.4912093504754042e-08 4.6609226818460903e-12 3.9773314024760954e-05 4.6609226818460903e-12 1.9077309628430202e-05 3.3457080680351182e-08 5.8850623653191156e-05 3.3461741603033029e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 2.670354 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9846587306694059e-05 4.3621413848567976e-08 5.8623267180512687e-12 3.9890208720542625e-05 5.8623267180512687e-12 2.0027330883564204e-05 3.8403399484695494e-08 5.9917539604106829e-05 3.8409261811413548e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.300000 2.984513 1.000000 0.010000 5.5927551225146760e-05 -1.0089412630432027e-13 3.9904819190104703e-05 4.8425426473815654e-08 6.5945940478040689e-12 3.9953244616578521e-05 6.5945940478040689e-12 2.0590027696871720e-05 4.1470976018971712e-08 6.0543272313450238e-05 4.1477570613019513e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -2.984513 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6882441223347597e-05 2.9317413304169088e-08 4.3614413968856311e-12 1.6911758636651767e-05 4.3614413968856311e-12 9.8817696397717991e-06 2.4201900599547031e-08 2.6793528276423568e-05 2.4206262040943918e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -2.670354 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6846422440472303e-05 2.6349465344944224e-08 3.9357047745858848e-12 1.6872771905817247e-05 3.9357047745858848e-12 9.4416373000593420e-06 1.9081954396899099e-08 2.6314409205876587e-05 1.9085890101673684e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -2.356194 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6780239430140911e-05 2.1090044087802303e-08 3.1755602654110966e-12 1.6801329474228713e-05 3.1755602654110966e-12 8.7447551941514796e-06 1.6493498957805899e-08 2.5546084668380192e-05 1.6496674518071308e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -2.042035 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6693708939390378e-05 1.4571543219298153e-08 2.2052584325313827e-12 1.6708280482609676e-05 2.2052584325313827e-12 8.0273120895131253e-06 1.2731720710352089e-08 2.4735592572122799e-05 1.2733925968784620e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -1.727876 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6597995645207590e-05 7.8008404495664029e-09 1.1123757492823652e-12 1.6605796485657157e-05 1.1123757492823652e-12 7.3795824477693295e-06 1.1839976066476172e-08 2.3985378933426488e-05 1.1841088442225454e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -1.413717 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6503511735378249e-05 1.5356577652042571e-09 7.9103643141111714e-13 1.6505047393143452e-05 7.9103643141111714e-13 6.8833270309968212e-06 8.1451751546383920e-09 2.3388374424140273e-05 8.1459661910698025e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -1.099557 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6418807912614126e-05 -3.7529249680264549e-09 8.0319490007251243e-13 1.6415054987646101e-05 8.0319490007251243e-13 6.5186443524658509e-06 6.4985370253717259e-09 2.2933699340111952e-05 6.4993402202717981e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -0.785398 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6350287794959452e-05 -7.8185174840075105e-09 6.9034568455810501e-13 1.6342469277475444e-05 6.9034568455810501e-13 6.2705359195435087e-06 6.1619541213813502e-09 2.2613005197018951e-05 6.1626444670659085e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -0.471239 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6302364475361273e-05 -1.0554841253375988e-08 1.0449407516633851e-12 1.6291809634107896e-05 1.0449407516633851e-12 6.1105173114613814e-06 5.9349325827134471e-09 2.2402326945569278e-05 5.9359775234651102e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 -0.157080 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6277758636330375e-05 -1.1926701761651166e-08 1.2410180907755013e-12 1.6265831934568724e-05 1.2410180907755013e-12 6.0350474364265035e-06 5.5973546595833938e-09 2.2300879370995228e-05 5.5985956776741690e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 0.157080 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6277758636330375e-05 -1.1926701761651156e-08 1.2410180907755195e-12 1.6265831934568724e-05 1.2410180907755195e-12 6.0350474364265052e-06 5.5973546595834161e-09 2.2300879370995231e-05 5.5985956776741913e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 0.471239 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6302364475361273e-05 -1.0554841253375991e-08 1.0449407516632845e-12 1.6291809634107896e-05 1.0449407516632845e-12 6.1105173114613729e-06 5.9349325827135009e-09 2.2402326945569268e-05 5.9359775234651639e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 0.785398 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6350287794959452e-05 -7.8185174840075204e-09 6.9034568455775967e-13 1.6342469277475444e-05 6.9034568455775967e-13 6.2705359195435130e-06 6.1619541213813287e-09 2.2613005197018958e-05 6.1626444670658861e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 1.099557 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6418807912614126e-05 -3.7529249680264582e-09 8.0319490007253091e-13 1.6415054987646101e-05 8.0319490007253091e-13 6.5186443524658424e-06 6.4985370253716763e-09 2.2933699340111942e-05 6.4993402202717484e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 1.413717 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6503511735378249e-05 1.5356577652042571e-09 7.9103643141133696e-13 1.6505047393143452e-05 7.9103643141133696e-13 6.8833270309968255e-06 8.1451751546383143e-09 2.3388374424140276e-05 8.1459661910697248e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 1.727876 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6597995645207590e-05 7.8008404495664029e-09 1.1123757492823107e-12 1.6605796485657157e-05 1.1123757492823107e-12 7.3795824477693321e-06 1.1839976066476004e-08 2.3985378933426488e-05 1.1841088442225286e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 2.042035 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6693708939390378e-05 1.4571543219298148e-08 2.2052584325312688e-12 1.6708280482609676e-05 2.2052584325312688e-12 8.0273120895131303e-06 1.2731720710352034e-08 2.4735592572122806e-05 1.2733925968784566e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 2.356194 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6780239430140911e-05 2.1090044087802340e-08 3.1755602654111119e-12 1.6801329474228713e-05 3.1755602654111119e-12 8.7447551941515033e-06 1.6493498957805786e-08 2.5546084668380216e-05 1.6496674518071196e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 2.670354 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6846422440472303e-05 2.6349465344944234e-08 3.9357047745861781e-12 1.6872771905817247e-05 3.9357047745861781e-12 9.4416373000593403e-06 1.9081954396899287e-08 2.6314409205876587e-05 1.9085890101673872e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.500000 2.984513 1.000000 0.010000 2.3496429018344447e-05 -4.2387904085659700e-14 1.6882441223347597e-05 2.9317413304169098e-08 4.3614413968856909e-12 1.6911758636651767e-05 4.3614413968856909e-12 9.8817696397718178e-06 2.4201900599547021e-08 2.6793528276423585e-05 2.4206262040943908e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -2.984513 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 7.1436106176189663e-06 1.6075717845283748e-08 2.4292485864817628e-12 7.1596863354642498e-06 2.4292485864817628e-12 4.7417499338237857e-06 1.1111958026659975e-08 1.1901436269288036e-05 1.1114387275246457e-08
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -2.670354 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 7.1229430127174189e-06 1.4380958855603845e-08 2.1873448703224179e-12 7.1373239715730229e-06 2.1873448703224179e-12 4.4259605598040115e-06 9.6530448066299732e-09 1.1563284531377034e-05 9.6552321515002953e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -2.356194 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 7.0854380775557916e-06 1.1452629778387651e-08 1.7243805739165577e-12 7.0968907073341791e-06 1.7243805739165577e-12 3.9717592577342756e-06 9.3784165533713807e-09 1.1068649965068454e-05 9.3801409339452975e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -2.042035 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 7.0372478523908173e-06 7.9502966305596073e-09 1.1594081278304757e-12 7.0451981490213773e-06 1.1594081278304757e-12 3.5351408346221063e-06 7.8292543116726336e-09 1.0580338983643483e-05 7.8304137198004647e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -1.727876 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.9849468939916193e-06 4.4499770467934809e-09 6.9522534687368521e-13 6.9893968710384127e-06 6.9522534687368521e-13 3.1882972423015564e-06 4.1121927277469457e-09 1.0177694113339969e-05 4.1128879530938193e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -1.413717 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.9342417075579612e-06 1.3267632458745187e-09 3.6943425304850710e-13 6.9355684708038354e-06 3.6943425304850710e-13 2.9393764948433274e-06 2.9311735145798927e-09 9.8749449656471633e-06 2.9315429488329413e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -1.099557 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.8894872586470663e-06 -1.2287721325767506e-09 3.9807944666142179e-13 6.8882584865144897e-06 3.9807944666142179e-13 2.7607380221545583e-06 1.7370528038878471e-09 9.6489965086690475e-06 1.7374508833345086e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -0.785398 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.8537273192226763e-06 -3.1457072174847786e-09 2.8169704004549289e-13 6.8505816120051914e-06 2.8169704004549289e-13 2.6360386680296058e-06 1.4968042041218509e-09 9.4866202800347976e-06 1.4970859011618963e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -0.471239 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.8289362961111946e-06 -4.4134617834059367e-09 4.8857859235742571e-13 6.8245228343277883e-06 4.8857859235742571e-13 2.5602107322049007e-06 1.4999676756853289e-09 9.3847335665326898e-06 1.5004562542776862e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 -0.157080 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.8162744811192922e-06 -5.0424465926651486e-09 5.9053730496422658e-13 6.8112320345266267e-06 5.9053730496422658e-13 2.5246367665058893e-06 1.1990401210794305e-09 9.3358688010325164e-06 1.1996306583843948e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 0.157080 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.8162744811192922e-06 -5.0424465926651528e-09 5.9053730496429565e-13 6.8112320345266267e-06 5.9053730496429565e-13 2.5246367665058927e-06 1.1990401210794514e-09 9.3358688010325198e-06 1.1996306583844157e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 0.471239 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.8289362961111946e-06 -4.4134617834059326e-09 4.8857859235761948e-13 6.8245228343277883e-06 4.8857859235761948e-13 2.5602107322049041e-06 1.4999676756853560e-09 9.3847335665326932e-06 1.5004562542777135e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 0.785398 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.8537273192226763e-06 -3.1457072174847782e-09 2.8169704004548517e-13 6.8505816120051914e-06 2.8169704004548517e-13 2.6360386680296075e-06 1.4968042041218759e-09 9.4866202800347993e-06 1.4970859011619214e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 1.099557 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.8894872586470663e-06 -1.2287721325767498e-09 3.9807944666140332e-13 6.8882584865144897e-06 3.9807944666140332e-13 2.7607380221545532e-06 1.7370528038877640e-09 9.6489965086690424e-06 1.7374508833344255e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 1.413717 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.9342417075579612e-06 1.3267632458745185e-09 3.6943425304847267e-13 6.9355684708038354e-06 3.6943425304847267e-13 2.9393764948433262e-06 2.9311735145798886e-09 9.8749449656471616e-06 2.9315429488329372e-09
0 11.000000 U U 0.125000 0.484450 0.350000 0.700000 1.727876 1.000000 0.010000 9.8713811801197941e-06 -1.7808117068735167e-14 6.9849468939916193e-06 4.4499770467934843e-09 6.9522534687372257e-13 6.9893968710384127e-06 6.9522534687372257e-13 3.1882972423015526e-06 4.1121927277468977e-09 1.0177694113339965e-05 4.1128879530937713e-09
